booking_id,hotel,arrival_date,arrival_year,arrival_month,lead_time,lead_time_category,market_segment,deposit_type,customer_type,country,agent,adr,total_nights,previous_cancellations,total_of_special_requests,days_in_waiting_list,is_repeated_guest,estimated_revenue,is_canceled,risk_prob,risk_level,predicted_cancel,expected_lost_revenue,expected_realised_revenue
11501,Resort Hotel,2017-05-11,2017,May,94,Long Term,Direct,No Deposit,Transient,FRA,250.0,127.0,8,0,0,0,0,1016.0,1,0.0948,Low,0,96.32,919.68
11502,Resort Hotel,2017-05-12,2017,May,8,Short Term,Online TA,No Deposit,Transient,PRT,240.0,85.0,1,0,2,0,0,85.0,1,0.1501,Low,0,12.76,72.24
11503,Resort Hotel,2017-05-12,2017,May,98,Long Term,Online TA,No Deposit,Transient,PRT,240.0,85.0,2,0,1,0,0,170.0,1,0.5795,High,1,98.52,71.48
11504,Resort Hotel,2017-05-12,2017,May,22,Short Term,Online TA,No Deposit,Transient,PRT,240.0,90.0,3,0,1,0,0,270.0,1,0.4245,Medium,0,114.62,155.38
11505,Resort Hotel,2017-05-12,2017,May,52,Medium Term,Online TA,No Deposit,Transient,ESP,240.0,125.0,3,0,1,0,0,375.0,1,0.5407,High,1,202.76,172.24
11506,Resort Hotel,2017-05-12,2017,May,102,Long Term,Online TA,No Deposit,Transient,DEU,240.0,85.0,5,0,0,0,0,425.0,1,0.5527,High,1,234.9,190.1
11507,Resort Hotel,2017-05-12,2017,May,120,Long Term,Online TA,No Deposit,Transient,IRL,240.0,100.0,7,0,2,0,0,700.0,1,0.4634,Medium,0,324.38,375.62
11508,Resort Hotel,2017-05-12,2017,May,120,Long Term,Online TA,No Deposit,Transient,IRL,240.0,100.0,7,0,2,0,0,700.0,1,0.4634,Medium,0,324.38,375.62
11509,Resort Hotel,2017-05-12,2017,May,263,Very Long Term,Online TA,No Deposit,Transient-Party,IRL,240.0,54.0,9,0,2,0,0,486.0,1,0.0552,Low,0,26.83,459.17
11510,Resort Hotel,2017-05-13,2017,May,201,Very Long Term,Online TA,No Deposit,Transient,USA,240.0,76.5,2,0,1,0,0,153.0,1,0.5887,High,1,90.07,62.93
11511,Resort Hotel,2017-05-13,2017,May,201,Very Long Term,Online TA,No Deposit,Transient,USA,240.0,76.5,2,0,1,0,0,153.0,1,0.5887,High,1,90.07,62.93
11512,Resort Hotel,2017-05-13,2017,May,95,Long Term,Online TA,No Deposit,Transient,ESP,240.0,115.0,2,0,1,0,0,230.0,1,0.4228,Medium,0,97.24,132.76
11513,Resort Hotel,2017-05-13,2017,May,201,Very Long Term,Online TA,No Deposit,Transient,USA,240.0,76.5,2,0,1,0,0,153.0,1,0.5887,High,1,90.07,62.93
11514,Resort Hotel,2017-05-13,2017,May,38,Medium Term,Online TA,No Deposit,Transient,ESP,240.0,151.0,4,0,2,0,0,604.0,1,0.3395,Medium,0,205.06,398.94
11515,Resort Hotel,2017-05-13,2017,May,2,Last Minute,Online TA,No Deposit,Transient,MAR,240.0,119.5,4,0,0,0,0,478.0,1,0.3311,Medium,0,158.27,319.73
11516,Resort Hotel,2017-05-13,2017,May,9,Short Term,Direct,No Deposit,Transient,PRT,250.0,119.08,3,0,1,0,0,357.24,1,0.1417,Low,0,50.62,306.62
11517,Resort Hotel,2017-05-13,2017,May,134,Long Term,Online TA,No Deposit,Transient,CHE,240.0,122.0,5,0,2,0,0,610.0,1,0.2822,Medium,0,172.14,437.86
11518,Resort Hotel,2017-05-13,2017,May,70,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,147.0,4,0,0,0,0,588.0,1,0.8387,High,1,493.16,94.84
11519,Resort Hotel,2017-05-13,2017,May,124,Long Term,Online TA,No Deposit,Transient,ESP,240.0,115.0,6,0,1,0,0,690.0,1,0.4619,Medium,0,318.71,371.29
11520,Resort Hotel,2017-05-13,2017,May,189,Very Long Term,Offline TA/TO,No Deposit,Contract,PRT,40.0,50.85,7,0,0,0,0,355.95,1,0.7734,High,1,275.29,80.66
11521,Resort Hotel,2017-05-13,2017,May,81,Medium Term,Online TA,No Deposit,Transient,ESP,240.0,123.0,7,0,0,0,0,861.0,1,0.833,High,1,717.21,143.79
11522,Resort Hotel,2017-05-13,2017,May,261,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,54.0,7,0,0,0,0,378.0,1,0.7899,High,1,298.58,79.42
11523,Resort Hotel,2017-05-13,2017,May,89,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,115.0,8,0,2,0,0,920.0,1,0.4841,Medium,0,445.37,474.63
11524,Resort Hotel,2017-05-13,2017,May,89,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,115.0,8,0,2,0,0,920.0,1,0.4841,Medium,0,445.37,474.63
11525,Resort Hotel,2017-05-13,2017,May,217,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,90.0,8,0,0,0,0,720.0,1,0.7314,High,1,526.61,193.39
11526,Resort Hotel,2017-05-13,2017,May,337,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,54.0,10,0,0,0,0,540.0,1,0.8498,High,1,458.89,81.11
11527,Resort Hotel,2017-05-13,2017,May,338,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,60.0,10,0,0,0,0,600.0,1,0.8507,High,1,510.42,89.58
11528,Resort Hotel,2017-05-13,2017,May,10,Short Term,Offline TA/TO,No Deposit,Transient,PRT,243.0,56.5,11,0,1,0,0,621.5,1,0.4016,Medium,0,249.59,371.91
11529,Resort Hotel,2017-05-14,2017,May,47,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,89.0,1,0,0,0,0,89.0,1,0.7585,High,1,67.51,21.49
11530,Resort Hotel,2017-05-14,2017,May,101,Long Term,Offline TA/TO,No Deposit,Transient-Party,PRT,251.0,62.0,1,0,0,0,0,62.0,1,0.5405,High,1,33.51,28.49
11531,Resort Hotel,2017-05-14,2017,May,101,Long Term,Offline TA/TO,No Deposit,Transient-Party,PRT,251.0,44.0,1,0,0,0,0,44.0,1,0.5098,High,1,22.43,21.57
11532,Resort Hotel,2017-05-14,2017,May,3,Last Minute,Corporate,No Deposit,Transient,PRT,No Agent,95.0,1,0,0,0,0,95.0,1,0.1761,Low,0,16.73,78.27
11533,Resort Hotel,2017-05-14,2017,May,98,Long Term,Online TA,No Deposit,Transient,DEU,240.0,76.0,3,0,2,0,0,228.0,1,0.2774,Medium,0,63.25,164.75
11534,Resort Hotel,2017-05-14,2017,May,313,Very Long Term,Online TA,No Deposit,Transient,PRT,240.0,54.0,5,0,0,0,0,270.0,1,0.9516,High,1,256.93,13.07
11535,Resort Hotel,2017-05-14,2017,May,272,Very Long Term,Online TA,No Deposit,Transient,PRT,240.0,82.8,6,0,1,0,0,496.8,1,0.8063,High,1,400.57,96.23
11536,Resort Hotel,2017-05-14,2017,May,28,Short Term,Online TA,No Deposit,Transient,AUS,240.0,170.0,7,0,1,0,0,1190.0,1,0.489,Medium,0,581.91,608.09
11537,Resort Hotel,2017-05-14,2017,May,305,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,109.8,7,0,0,0,0,768.6,1,0.9173,High,1,705.04,63.56
11538,Resort Hotel,2017-05-14,2017,May,278,Very Long Term,Online TA,No Deposit,Transient,GBR,240.0,67.5,7,0,1,0,0,472.5,1,0.6178,High,1,291.91,180.59
11539,Resort Hotel,2017-05-14,2017,May,180,Long Term,Online TA,No Deposit,Transient,GBR,240.0,85.0,7,0,2,0,0,595.0,1,0.3301,Medium,0,196.41,398.59
11540,Resort Hotel,2017-05-14,2017,May,305,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,109.8,7,0,0,0,0,768.6,1,0.9173,High,1,705.04,63.56
11541,Resort Hotel,2017-05-14,2017,May,302,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,109.8,7,0,1,0,0,768.6,1,0.6929,High,1,532.56,236.04
11542,Resort Hotel,2017-05-14,2017,May,158,Long Term,Offline TA/TO,No Deposit,Transient,PRT,243.0,50.85,11,0,0,0,0,559.35,1,0.7573,High,1,423.6,135.75
11543,Resort Hotel,2017-05-15,2017,May,3,Last Minute,Corporate,No Deposit,Transient,PRT,No Agent,0.0,1,0,0,0,0,0.0,0,0.1671,Low,0,0.0,0.0
11544,Resort Hotel,2017-05-15,2017,May,41,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,104.0,2,0,1,0,0,208.0,1,0.4114,Medium,0,85.57,122.43
11545,Resort Hotel,2017-05-15,2017,May,41,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,119.0,2,0,1,0,0,238.0,1,0.3577,Medium,0,85.13,152.87
11546,Resort Hotel,2017-05-15,2017,May,284,Very Long Term,Online TA,No Deposit,Transient,PRT,240.0,82.8,2,0,1,0,0,165.6,1,0.783,High,1,129.66,35.94
11547,Resort Hotel,2017-05-15,2017,May,41,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,104.0,2,0,1,0,0,208.0,1,0.4114,Medium,0,85.57,122.43
11548,Resort Hotel,2017-05-15,2017,May,60,Medium Term,Online TA,No Deposit,Transient,PRT,242.0,125.0,6,0,1,0,0,750.0,1,0.6904,High,1,517.8,232.2
11549,Resort Hotel,2017-05-15,2017,May,258,Very Long Term,Online TA,No Deposit,Transient,PRT,147.0,54.0,7,0,0,0,0,378.0,1,0.9133,High,1,345.23,32.77
11550,Resort Hotel,2017-05-15,2017,May,144,Long Term,Offline TA/TO,No Deposit,Transient,PRT,71.0,8.0,9,0,0,0,0,72.0,1,0.7565,High,1,54.47,17.53
11551,Resort Hotel,2017-05-15,2017,May,201,Very Long Term,Offline TA/TO,No Deposit,Contract,PRT,40.0,74.03,14,0,0,0,0,1036.42,1,0.8175,High,1,847.27,189.15
11552,Resort Hotel,2017-05-16,2017,May,14,Short Term,Online TA,No Deposit,Transient,PRT,242.0,132.0,5,0,1,0,0,660.0,1,0.501,High,1,330.66,329.34
11553,Resort Hotel,2017-05-16,2017,May,96,Long Term,Offline TA/TO,No Deposit,Transient,PRT,143.0,78.85,7,0,2,0,0,551.9499999999999,1,0.5476,High,1,302.25,249.7
11554,Resort Hotel,2017-05-16,2017,May,134,Long Term,Online TA,No Deposit,Transient,GBR,240.0,85.0,7,0,1,0,0,595.0,1,0.4238,Medium,0,252.16,342.84
11555,Resort Hotel,2017-05-16,2017,May,90,Medium Term,Online TA,No Deposit,Transient,PRT,314.0,98.4,7,0,0,0,0,688.8000000000001,1,0.8476,High,1,583.83,104.97
11556,Resort Hotel,2017-05-16,2017,May,72,Medium Term,Online TA,No Deposit,Transient,IRL,240.0,173.0,7,0,0,0,0,1211.0,1,0.8082,High,1,978.73,232.27
11557,Resort Hotel,2017-05-17,2017,May,80,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,123.0,2,0,1,0,0,246.0,1,0.4524,Medium,0,111.29,134.71
11558,Resort Hotel,2017-05-17,2017,May,30,Short Term,Online TA,No Deposit,Transient,ESP,240.0,90.0,3,0,0,0,0,270.0,1,0.5893,High,1,159.11,110.89
11559,Resort Hotel,2017-05-17,2017,May,25,Short Term,Online TA,No Deposit,Transient,ESP,240.0,90.0,3,0,1,0,0,270.0,1,0.3405,Medium,0,91.94,178.06
11560,Resort Hotel,2017-05-17,2017,May,230,Very Long Term,Online TA,No Deposit,Transient,NLD,240.0,130.0,3,0,0,0,0,390.0,1,0.7302,High,1,284.78,105.22
11561,Resort Hotel,2017-05-17,2017,May,322,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,72.0,4,0,1,0,0,288.0,1,0.6417,High,1,184.81,103.19
11562,Resort Hotel,2017-05-17,2017,May,81,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,123.0,4,0,2,0,0,492.0,1,0.3783,Medium,0,186.12,305.88
11563,Resort Hotel,2017-05-17,2017,May,81,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,160.0,4,0,1,0,0,640.0,1,0.3612,Medium,0,231.17,408.83
11564,Resort Hotel,2017-05-17,2017,May,116,Long Term,Online TA,No Deposit,Transient,IRL,240.0,85.0,7,0,1,0,0,595.0,1,0.4228,Medium,0,251.57,343.43
11565,Resort Hotel,2017-05-17,2017,May,336,Very Long Term,Online TA,No Deposit,Transient,GBR,240.0,54.86,7,0,1,0,0,384.02,1,0.6831,High,1,262.32,121.7
11566,Resort Hotel,2017-05-17,2017,May,310,Very Long Term,Online TA,No Deposit,Transient,GBR,240.0,54.0,7,0,0,0,0,378.0,1,0.84,High,1,317.52,60.48
11567,Resort Hotel,2017-05-17,2017,May,107,Long Term,Online TA,No Deposit,Transient,FRA,240.0,147.0,7,0,0,0,0,1029.0,1,0.832,High,1,856.13,172.87
11568,Resort Hotel,2017-05-17,2017,May,222,Very Long Term,Offline TA/TO,No Deposit,Transient,PRT,177.0,64.8,7,0,0,0,0,453.6,1,0.7909,High,1,358.75,94.85
11569,Resort Hotel,2017-05-17,2017,May,107,Long Term,Online TA,No Deposit,Transient,FRA,240.0,147.0,7,0,0,0,0,1029.0,1,0.832,High,1,856.13,172.87
11570,Resort Hotel,2017-05-17,2017,May,70,Medium Term,Online TA,No Deposit,Transient,CHE,240.0,173.0,7,0,2,0,0,1211.0,1,0.4343,Medium,0,525.94,685.06
11571,Resort Hotel,2017-05-18,2017,May,43,Medium Term,Online TA,No Deposit,Transient,ZAF,240.0,169.0,1,0,0,0,0,169.0,1,0.6232,High,1,105.32,63.68
11572,Resort Hotel,2017-05-18,2017,May,152,Long Term,Online TA,No Deposit,Transient,PRT,242.0,125.0,1,0,1,0,0,125.0,1,0.6083,High,1,76.04,48.96
11573,Resort Hotel,2017-05-18,2017,May,27,Short Term,Corporate,No Deposit,Transient,PRT,No Agent,69.0,1,0,0,0,0,69.0,1,0.4423,Medium,0,30.52,38.48
11574,Resort Hotel,2017-05-18,2017,May,178,Long Term,Online TA,No Deposit,Transient,FRA,240.0,145.0,3,0,0,0,0,435.0,1,0.7764,High,1,337.73,97.27
11575,Resort Hotel,2017-05-18,2017,May,21,Short Term,Online TA,No Deposit,Transient,IRL,240.0,99.0,3,0,1,0,0,297.0,1,0.2911,Medium,0,86.46,210.54
11576,Resort Hotel,2017-05-18,2017,May,178,Long Term,Online TA,No Deposit,Transient,FRA,240.0,145.0,3,0,0,0,0,435.0,1,0.7764,High,1,337.73,97.27
11577,Resort Hotel,2017-05-18,2017,May,333,Very Long Term,Online TA,No Deposit,Transient,GBR,240.0,54.0,5,0,0,0,0,270.0,1,0.8106,High,1,218.86,51.14
11578,Resort Hotel,2017-05-18,2017,May,124,Long Term,Online TA,No Deposit,Transient,DEU,240.0,85.0,5,0,1,0,0,425.0,1,0.324,Medium,0,137.7,287.3
11579,Resort Hotel,2017-05-18,2017,May,165,Long Term,Online TA,No Deposit,Transient,FRA,240.0,85.0,7,0,0,0,0,595.0,1,0.6285,High,1,373.96,221.04
11580,Resort Hotel,2017-05-18,2017,May,262,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,67.5,7,0,0,0,0,472.5,1,0.7871,High,1,371.9,100.6
11581,Resort Hotel,2017-05-18,2017,May,266,Very Long Term,Online TA,No Deposit,Transient,GBR,240.0,81.0,7,0,1,0,0,567.0,1,0.6285,High,1,356.36,210.64
11582,Resort Hotel,2017-05-18,2017,May,45,Medium Term,Online TA,No Deposit,Transient,CN,240.0,169.0,7,0,1,0,0,1183.0,1,0.553,High,1,654.2,528.8
11583,Resort Hotel,2017-05-19,2017,May,15,Short Term,Online TA,No Deposit,Transient,GBR,240.0,102.5,2,0,0,0,0,205.0,1,0.442,Medium,0,90.61,114.39
11584,Resort Hotel,2017-05-19,2017,May,33,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,90.0,2,0,1,0,0,180.0,1,0.5087,High,1,91.57,88.43
11585,Resort Hotel,2017-05-19,2017,May,38,Medium Term,Direct,No Deposit,Transient,PRT,No Agent,209.0,2,0,2,0,0,418.0,1,0.1967,Low,0,82.22,335.78
11586,Resort Hotel,2017-05-19,2017,May,87,Medium Term,Online TA,No Deposit,Transient,ESP,240.0,155.0,2,0,0,0,0,310.0,1,0.7134,High,1,221.15,88.85
11587,Resort Hotel,2017-05-19,2017,May,207,Very Long Term,Online TA,No Deposit,Transient,ESP,240.0,117.0,4,0,1,0,0,468.0,1,0.6091,High,1,285.06,182.94
11588,Resort Hotel,2017-05-19,2017,May,207,Very Long Term,Online TA,No Deposit,Transient,ESP,240.0,117.0,4,0,1,0,0,468.0,1,0.6091,High,1,285.06,182.94
11589,Resort Hotel,2017-05-19,2017,May,112,Long Term,Direct,No Deposit,Transient,CHE,250.0,112.5,7,0,0,0,0,787.5,1,0.1167,Low,0,91.9,695.6
11590,Resort Hotel,2017-05-19,2017,May,299,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,67.5,7,0,0,0,0,472.5,1,0.8348,High,1,394.44,78.06
11591,Resort Hotel,2017-05-19,2017,May,300,Very Long Term,Online TA,No Deposit,Transient,IRL,240.0,67.5,7,0,0,0,0,472.5,1,0.8348,High,1,394.44,78.06
11592,Resort Hotel,2017-05-19,2017,May,205,Very Long Term,Offline TA/TO,No Deposit,Contract,PRT,40.0,67.32,7,0,0,0,0,471.24,1,0.7988,High,1,376.43,94.81
11593,Resort Hotel,2017-05-19,2017,May,98,Long Term,Online TA,No Deposit,Transient,PRT,240.0,123.0,8,0,2,0,0,984.0,1,0.715,High,1,703.56,280.44
11594,Resort Hotel,2017-05-20,2017,May,131,Long Term,Offline TA/TO,No Deposit,Transient,PRT,171.0,43.2,1,0,0,0,0,43.2,1,0.6607,High,1,28.54,14.66
11595,Resort Hotel,2017-05-20,2017,May,93,Long Term,Online TA,No Deposit,Transient,PRT,314.0,80.0,4,0,0,0,0,320.0,1,0.8106,High,1,259.39,60.61
11596,Resort Hotel,2017-05-20,2017,May,86,Medium Term,Offline TA/TO,No Deposit,Transient,PRT,410.0,45.5,4,0,0,0,0,182.0,1,0.6562,High,1,119.43,62.57
11597,Resort Hotel,2017-05-20,2017,May,263,Very Long Term,Online TA,No Deposit,Transient,GBR,240.0,114.15,6,0,2,0,0,684.9000000000001,1,0.4173,Medium,0,285.81,399.09
11598,Resort Hotel,2017-05-20,2017,May,101,Long Term,Online TA,No Deposit,Transient,CN,240.0,155.0,6,0,0,0,0,930.0,1,0.776,High,1,721.68,208.32
11599,Resort Hotel,2017-05-20,2017,May,61,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,213.0,7,0,0,0,0,1491.0,1,0.7477,High,1,1114.82,376.18
11600,Resort Hotel,2017-05-20,2017,May,15,Short Term,Online TA,No Deposit,Transient,PRT,175.0,105.6,7,0,0,0,0,739.1999999999999,1,0.5962,High,1,440.71,298.49
11601,Resort Hotel,2017-05-20,2017,May,471,Very Long Term,Groups,Non Refund,Transient,PRT,96.0,47.0,7,0,0,0,0,329.0,1,0.9999,High,1,328.97,0.03
11602,Resort Hotel,2017-05-20,2017,May,104,Long Term,Direct,No Deposit,Transient,IRL,250.0,80.0,7,0,0,0,0,560.0,1,0.1175,Low,0,65.8,494.2
11603,Resort Hotel,2017-05-20,2017,May,471,Very Long Term,Groups,Non Refund,Transient,PRT,96.0,47.0,7,0,0,0,0,329.0,1,0.9999,High,1,328.97,0.03
11604,Resort Hotel,2017-05-20,2017,May,471,Very Long Term,Groups,Non Refund,Transient,PRT,96.0,47.0,7,0,0,0,0,329.0,1,0.9999,High,1,328.97,0.03
11605,Resort Hotel,2017-05-20,2017,May,226,Very Long Term,Online TA,No Deposit,Transient,GBR,240.0,76.03,7,0,1,0,0,532.21,1,0.5536,High,1,294.63,237.58
11606,Resort Hotel,2017-05-20,2017,May,471,Very Long Term,Groups,Non Refund,Transient,PRT,96.0,47.0,7,0,0,0,0,329.0,1,0.9999,High,1,328.97,0.03
11607,Resort Hotel,2017-05-20,2017,May,471,Very Long Term,Groups,Non Refund,Transient,PRT,96.0,47.0,7,0,0,0,0,329.0,1,0.9999,High,1,328.97,0.03
11608,Resort Hotel,2017-05-20,2017,May,471,Very Long Term,Groups,Non Refund,Transient,PRT,96.0,47.0,7,0,0,0,0,329.0,1,0.9999,High,1,328.97,0.03
11609,Resort Hotel,2017-05-21,2017,May,60,Medium Term,Corporate,No Deposit,Transient-Party,PRT,No Agent,50.0,2,0,0,0,0,100.0,1,0.6974,High,1,69.74,30.26
11610,Resort Hotel,2017-05-21,2017,May,60,Medium Term,Corporate,No Deposit,Transient-Party,PRT,No Agent,60.0,2,0,1,0,0,120.0,1,0.2315,Low,0,27.78,92.22
11611,Resort Hotel,2017-05-21,2017,May,60,Medium Term,Corporate,No Deposit,Transient-Party,PRT,No Agent,50.0,2,0,0,0,0,100.0,1,0.6974,High,1,69.74,30.26
11612,Resort Hotel,2017-05-21,2017,May,60,Medium Term,Corporate,No Deposit,Transient-Party,PRT,No Agent,50.0,2,0,0,0,0,100.0,1,0.6974,High,1,69.74,30.26
11613,Resort Hotel,2017-05-21,2017,May,60,Medium Term,Corporate,No Deposit,Transient-Party,PRT,No Agent,50.0,2,0,0,0,0,100.0,1,0.6974,High,1,69.74,30.26
11614,Resort Hotel,2017-05-21,2017,May,60,Medium Term,Corporate,No Deposit,Transient-Party,PRT,No Agent,50.0,2,0,0,0,0,100.0,1,0.6974,High,1,69.74,30.26
11615,Resort Hotel,2017-05-21,2017,May,60,Medium Term,Corporate,No Deposit,Transient-Party,PRT,No Agent,50.0,2,0,0,0,0,100.0,1,0.6974,High,1,69.74,30.26
11616,Resort Hotel,2017-05-21,2017,May,60,Medium Term,Corporate,No Deposit,Transient-Party,PRT,No Agent,50.0,2,0,0,0,0,100.0,1,0.6974,High,1,69.74,30.26
11617,Resort Hotel,2017-05-21,2017,May,259,Very Long Term,Online TA,No Deposit,Transient,USA,240.0,130.0,4,0,0,0,0,520.0,1,0.7987,High,1,415.32,104.68
11618,Resort Hotel,2017-05-21,2017,May,139,Long Term,Online TA,No Deposit,Transient,GBR,240.0,155.0,5,0,0,0,0,775.0,1,0.6538,High,1,506.7,268.3
11619,Resort Hotel,2017-05-21,2017,May,191,Very Long Term,Online TA,No Deposit,Transient,DEU,240.0,85.0,5,0,1,0,0,425.0,1,0.3371,Medium,0,143.27,281.73
11620,Resort Hotel,2017-05-21,2017,May,139,Long Term,Online TA,No Deposit,Transient,GBR,240.0,115.0,5,0,0,0,0,575.0,1,0.6546,High,1,376.4,198.6
11621,Resort Hotel,2017-05-21,2017,May,253,Very Long Term,Online TA,No Deposit,Transient,FRA,240.0,89.7,6,0,1,0,0,538.2,1,0.5129,High,1,276.04,262.16
11622,Resort Hotel,2017-05-21,2017,May,237,Very Long Term,Online TA,No Deposit,Transient,FRA,240.0,76.2,6,0,1,0,0,457.2000000000001,1,0.6383,High,1,291.83,165.37
11623,Resort Hotel,2017-05-21,2017,May,251,Very Long Term,Direct,No Deposit,Transient,FRA,No Agent,89.7,6,0,1,0,0,538.2,1,0.1082,Low,0,58.23,479.97
11624,Resort Hotel,2017-05-21,2017,May,237,Very Long Term,Online TA,No Deposit,Transient,FRA,240.0,76.2,6,0,1,0,0,457.2000000000001,1,0.6383,High,1,291.83,165.37
11625,Resort Hotel,2017-05-21,2017,May,249,Very Long Term,Online TA,No Deposit,Transient,ITA,240.0,195.4,10,0,0,0,0,1954.0,1,0.858,High,1,1676.53,277.47
11626,Resort Hotel,2017-05-22,2017,May,107,Long Term,Online TA,No Deposit,Transient,ESP,240.0,117.0,3,0,0,0,0,351.0,1,0.6773,High,1,237.73,113.27
11627,Resort Hotel,2017-05-22,2017,May,5,Last Minute,Online TA,No Deposit,Transient,ESP,240.0,90.0,4,0,2,0,0,360.0,1,0.0854,Low,0,30.74,329.26
11628,Resort Hotel,2017-05-22,2017,May,139,Long Term,Online TA,No Deposit,Transient,NLD,240.0,115.0,4,0,1,0,0,460.0,1,0.3339,Medium,0,153.59,306.41
11629,Resort Hotel,2017-05-22,2017,May,18,Short Term,Online TA,No Deposit,Transient,PRT,240.0,133.75,4,0,1,0,0,535.0,1,0.5795,High,1,310.03,224.97
11630,Resort Hotel,2017-05-22,2017,May,62,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,125.0,4,0,1,0,0,500.0,1,0.4981,Medium,0,249.05,250.95
11631,Resort Hotel,2017-05-22,2017,May,78,Medium Term,Online TA,No Deposit,Transient,DEU,240.0,165.0,5,0,0,0,0,825.0,1,0.6318,High,1,521.24,303.76
11632,Resort Hotel,2017-05-22,2017,May,40,Medium Term,Online TA,No Deposit,Transient,GBR,240.0,183.57,7,0,0,0,0,1284.99,1,0.7444,High,1,956.55,328.44
11633,Resort Hotel,2017-05-22,2017,May,220,Very Long Term,Direct,No Deposit,Transient,GBR,250.0,156.0,10,0,0,0,0,1560.0,1,0.1874,Low,0,292.34,1267.66
11634,Resort Hotel,2017-05-22,2017,May,220,Very Long Term,Direct,No Deposit,Transient,GBR,250.0,86.5,10,0,0,0,0,865.0,1,0.0988,Low,0,85.46,779.54
11635,Resort Hotel,2017-05-22,2017,May,17,Short Term,Online TA,No Deposit,Transient,GBR,240.0,147.36,14,0,1,0,0,2063.04,1,0.4209,Medium,0,868.33,1194.71
11636,Resort Hotel,2017-05-23,2017,May,13,Short Term,Online TA,No Deposit,Transient,PRT,240.0,60.0,1,0,1,0,0,60.0,1,0.2838,Medium,0,17.03,42.97
11637,Resort Hotel,2017-05-23,2017,May,53,Medium Term,Online TA,No Deposit,Transient,PRT,240.0,119.0,1,0,2,0,0,119.0,1,0.4544,Medium,0,54.07,64.93
11638,Resort Hotel,2017-05-23,2017,May,8,Short Term,Complementary,No Deposit,Transient,PRT,No Agent,0.0,2,0,0,0,0,0.0,1,0.2305,Low,0,0.0,0.0
11639,Resort Hotel,2017-05-23,2017,May,8,Short Term,Online TA,No Deposit,Transient,BRA,240.0,54.0,2,0,1,0,0,108.0,1,0.1917,Low,0,20.7,87.3
11640,Resort Hotel,2017-05-23,2017,May,92,Long Term,Online TA,No Deposit,Transient,PRT,242.0,85.0,2,0,1,0,0,170.0,1,0.5847,High,1,99.4,70.6
11641,Resort Hotel,2017-05-23,2017,May,8,Short Term,Online TA,No Deposit,Transient,BRA,240.0,54.0,2,0,1,0,0,108.0,1,0.1917,Low,0,20.7,87.3
11642,Resort Hotel,2017-05-23,2017,May,8,Short Term,Online TA,No Deposit,Transient,BRA,240.0,45.9,2,0,1,0,0,91.8,1,0.1425,Low,0,13.08,78.72
11643,Resort Hotel,2017-05-23,2017,May,8,Short Term,Online TA,No Deposit,Transient,BRA,240.0,54.0,2,0,1,0,0,108.0,1,0.1412,Low,0,15.25,92.75
11644,Resort Hotel,2017-05-23,2017,May,280,Very Long Term,Online TA,No Deposit,Transient,DEU,240.0,54.0,2,0,1,0,0,108.0,1,0.4991,Medium,0,53.9,54.1
11645,Resort Hotel,2017-05-23,2017,May,86,Medium Term,Online TA,No Deposit,Transient,CHE,240.0,123.0,4,0,2,0,0,492.0,1,0.3534,Medium,0,173.87,318.13
11646,Resort Hotel,2017-05-23,2017,May,160,Long Term,Groups,No Deposit,Transient-Party,PRT,No Agent,8.0,8,0,0,0,0,64.0,1,0.6733,High,1,43.09,20.91
11647,Resort Hotel,2017-05-24,2017,May,2,Last Minute,Offline TA/TO,No Deposit,Group,PRT,8.0,42.0,1,0,0,0,0,42.0,1,0.2041,Low,0,8.57,33.43
11648,Resort Hotel,2017-05-24,2017,May,18,Short Term,Online TA,No Deposit,Transient,PRT,242.0,119.16,1,0,3,0,0,119.16,1,0.3369,Medium,0,40.15,79.01
11649,Resort Hotel,2017-05-24,2017,May,7,Last Minute,Offline TA/TO,No Deposit,Transient,PRT,8.0,42.0,1,0,0,0,0,42.0,1,0.2629,Medium,0,11.04,30.96
