priority_rank,booking_id,hotel,arrival_date,total_nights,days_in_waiting_list,adr,risk_prob,risk_level,estimated_revenue,expected_realised_revenue
1154,86147,City Hotel,2016-03-25,3,4,65.0,0.4971,Medium,195.0,98.07
1155,86148,City Hotel,2016-03-25,3,4,65.0,0.4971,Medium,195.0,98.07
1156,94957,City Hotel,2016-08-12,1,147,96.0,0.0006,Low,96.0,95.94
1157,94966,City Hotel,2016-08-12,1,147,96.0,0.0006,Low,96.0,95.94
1158,94972,City Hotel,2016-08-12,1,147,96.0,0.0006,Low,96.0,95.94
1159,94974,City Hotel,2016-08-12,1,147,96.0,0.0006,Low,96.0,95.94
1160,94976,City Hotel,2016-08-12,1,147,96.0,0.0006,Low,96.0,95.94
1161,78861,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1162,78862,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1163,78863,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1164,78864,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1165,78866,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1166,78870,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1167,78871,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1168,78872,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1169,78874,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1170,78880,City Hotel,2015-10-16,2,17,48.0,0.0039,Low,96.0,95.63
1171,64014,City Hotel,2017-02-26,3,2,75.0,0.5754,High,225.0,95.54
1172,81368,City Hotel,2016-04-09,2,31,70.0,0.3253,Medium,140.0,94.46
1173,44625,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1174,44626,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1175,44630,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1176,44631,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1177,44635,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1178,44636,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1179,44640,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1180,44641,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1181,44652,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1182,44653,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1183,44655,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1184,44664,City Hotel,2015-10-09,2,49,85.0,0.4451,Medium,170.0,94.33
1185,44033,City Hotel,2015-09-30,1,77,112.2,0.1609,Low,112.2,94.15
1186,44048,City Hotel,2015-09-30,1,77,112.2,0.1609,Low,112.2,94.15
1187,44049,City Hotel,2015-09-30,1,77,112.2,0.1609,Low,112.2,94.15
1188,44050,City Hotel,2015-09-30,1,77,112.2,0.1609,Low,112.2,94.15
1189,44054,City Hotel,2015-09-30,1,77,112.2,0.1609,Low,112.2,94.15
1190,44058,City Hotel,2015-09-30,1,77,112.2,0.1609,Low,112.2,94.15
1191,44059,City Hotel,2015-09-30,1,77,112.2,0.1609,Low,112.2,94.15
1192,44063,City Hotel,2015-09-30,1,77,112.2,0.1609,Low,112.2,94.15
1193,44073,City Hotel,2015-09-30,1,77,112.2,0.1609,Low,112.2,94.15
1194,97836,City Hotel,2016-09-20,1,5,95.0,0.0192,Low,95.0,93.18
1195,102700,City Hotel,2016-12-02,2,9,85.0,0.4558,Medium,170.0,92.51
1196,107648,City Hotel,2017-03-15,1,4,109.0,0.1517,Low,109.0,92.46
1197,97525,City Hotel,2016-09-21,1,44,91.0,0.001,Low,91.0,90.91
1198,97559,City Hotel,2016-09-21,1,44,91.0,0.001,Low,91.0,90.91
1199,97566,City Hotel,2016-09-21,1,44,91.0,0.0014,Low,91.0,90.87
1200,90643,City Hotel,2016-06-08,1,2,92.65,0.0209,Low,92.65,90.71
1201,44043,City Hotel,2015-09-30,1,77,90.6,0.0006,Low,90.6,90.55
1202,97642,City Hotel,2016-09-17,2,38,65.0,0.3073,Medium,130.0,90.05
1203,101410,City Hotel,2016-11-11,1,21,90.0,0.004,Low,90.0,89.64
1204,49836,City Hotel,2016-04-20,4,176,101.0,0.7786,High,404.0,89.45
1205,49837,City Hotel,2016-04-20,4,176,101.0,0.7786,High,404.0,89.45
1206,49858,City Hotel,2016-04-20,4,176,101.0,0.7786,High,404.0,89.45
1207,49860,City Hotel,2016-04-20,4,176,101.0,0.7786,High,404.0,89.45
1208,49921,City Hotel,2016-04-20,4,176,101.0,0.7786,High,404.0,89.45
1209,60981,City Hotel,2016-11-28,2,10,75.0,0.4067,Medium,150.0,88.99
1210,68761,City Hotel,2017-05-20,3,13,90.0,0.6717,High,270.0,88.64
1211,56761,City Hotel,2016-09-13,1,107,130.0,0.3223,Medium,130.0,88.1
1212,57041,City Hotel,2016-09-17,1,107,130.0,0.3235,Medium,130.0,87.94
1213,57815,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1214,57819,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1215,57823,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1216,57828,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1217,57830,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1218,57832,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1219,57836,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1220,57839,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1221,57841,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1222,57842,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1223,57844,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1224,57845,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1225,57848,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1226,57849,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1227,57850,City Hotel,2016-10-01,3,174,96.0,0.6966,High,288.0,87.38
1228,44084,City Hotel,2015-09-30,1,77,90.6,0.0425,Low,90.6,86.75
1229,49274,City Hotel,2016-04-08,5,224,78.0,0.7789,High,390.0,86.23
1230,30106,Resort Hotel,2016-11-12,2,2,48.0,0.1156,Low,96.0,84.9
1231,10809,Resort Hotel,2017-04-05,5,100,42.0,0.603,High,210.0,83.37
1232,42257,City Hotel,2015-09-04,1,38,83.0,0.0055,Low,83.0,82.54
1233,42261,City Hotel,2015-09-04,1,38,83.0,0.0055,Low,83.0,82.54
1234,42304,City Hotel,2015-09-04,1,38,83.0,0.0055,Low,83.0,82.54
1235,50593,City Hotel,2016-05-05,3,236,81.67,0.6638,High,245.01,82.37
1236,98088,City Hotel,2016-09-22,3,178,116.33,0.7661,High,348.99,81.63
1237,98089,City Hotel,2016-09-22,3,178,116.33,0.7661,High,348.99,81.63
1238,98153,City Hotel,2016-09-22,3,178,116.33,0.7661,High,348.99,81.63
1239,98154,City Hotel,2016-09-22,3,178,116.33,0.7661,High,348.99,81.63
1240,50853,City Hotel,2016-05-10,2,207,76.0,0.4665,Medium,152.0,81.09
1241,103568,City Hotel,2016-12-27,1,167,81.0,0.0017,Low,81.0,80.86
1242,83262,City Hotel,2016-01-25,2,15,59.0,0.3148,Medium,118.0,80.85
1243,50026,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1244,50027,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1245,50028,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1246,50030,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1247,50031,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1248,50033,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1249,50034,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1250,50035,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1251,50036,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1252,50037,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1253,50038,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1254,50039,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1255,50040,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1256,50042,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1257,50069,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1258,50070,City Hotel,2016-04-22,4,48,106.0,0.8111,High,424.0,80.09
1259,44397,City Hotel,2015-10-05,2,40,70.0,0.4296,Medium,140.0,79.86
1260,44403,City Hotel,2015-10-05,2,40,70.0,0.4296,Medium,140.0,79.86
1261,54650,City Hotel,2016-07-22,2,96,64.0,0.3771,Medium,128.0,79.73
1262,44160,City Hotel,2015-10-02,1,59,100.0,0.2395,Low,100.0,76.05
1263,94956,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1264,94958,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1265,94960,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1266,94961,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1267,94962,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1268,94963,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1269,94968,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1270,94969,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1271,94970,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1272,94971,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1273,94973,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1274,94977,City Hotel,2016-08-12,1,147,73.0,0.0028,Low,73.0,72.8
1275,94959,City Hotel,2016-08-12,1,147,73.0,0.0032,Low,73.0,72.77
1276,29011,Resort Hotel,2016-10-18,1,22,72.0,0.0022,Low,72.0,71.84
1277,46832,City Hotel,2016-01-20,1,63,71.0,0.0047,Low,71.0,70.67
1278,46833,City Hotel,2016-01-20,1,63,71.0,0.0047,Low,71.0,70.67
1279,46077,City Hotel,2015-12-09,1,69,70.0,0.0006,Low,70.0,69.96
1280,86841,City Hotel,2016-04-08,2,34,57.5,0.4132,Medium,115.0,67.48
1281,86845,City Hotel,2016-04-08,2,34,57.5,0.4132,Medium,115.0,67.48
1282,49817,City Hotel,2016-04-20,4,187,80.0,0.7929,High,320.0,66.27
1283,49846,City Hotel,2016-04-20,4,187,80.0,0.7929,High,320.0,66.27
1284,49847,City Hotel,2016-04-20,4,187,80.0,0.7929,High,320.0,66.27
1285,49872,City Hotel,2016-04-20,4,187,80.0,0.7929,High,320.0,66.27
1286,49894,City Hotel,2016-04-20,4,187,80.0,0.7929,High,320.0,66.27
1287,57260,City Hotel,2016-09-22,3,178,95.0,0.7684,High,285.0,66.01
1288,57265,City Hotel,2016-09-22,3,178,95.0,0.7684,High,285.0,66.01
1289,57268,City Hotel,2016-09-22,3,178,95.0,0.7684,High,285.0,66.01
1290,57273,City Hotel,2016-09-22,3,178,95.0,0.7684,High,285.0,66.01
1291,57275,City Hotel,2016-09-22,3,178,95.0,0.7684,High,285.0,66.01
1292,89405,City Hotel,2016-05-20,1,98,65.0,0.0023,Low,65.0,64.85
1293,50901,City Hotel,2016-05-11,4,176,101.0,0.8429,High,404.0,63.47
1294,50908,City Hotel,2016-05-11,4,176,101.0,0.8429,High,404.0,63.47
1295,50909,City Hotel,2016-05-11,4,176,101.0,0.8429,High,404.0,63.47
1296,50916,City Hotel,2016-05-11,4,176,101.0,0.8429,High,404.0,63.47
1297,50923,City Hotel,2016-05-11,4,176,101.0,0.8429,High,404.0,63.47
1298,50926,City Hotel,2016-05-11,4,176,101.0,0.8429,High,404.0,63.47
1299,49819,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1300,49820,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1301,49827,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1302,49832,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1303,49840,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1304,49842,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1305,49849,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1306,49855,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1307,49863,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1308,49864,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1309,49873,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1310,49880,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1311,49881,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1312,49884,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1313,49885,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1314,49896,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1315,49897,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1316,49900,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1317,49901,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1318,49907,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1319,49908,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1320,49909,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1321,49917,City Hotel,2016-04-20,4,187,62.8,0.7506,High,251.2,62.65
1322,51152,City Hotel,2016-05-14,2,236,32.5,0.0487,Low,65.0,61.83
1323,51004,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1324,51005,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1325,51014,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1326,51032,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1327,51033,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1328,51039,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1329,51051,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1330,51065,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1331,51070,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1332,51075,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1333,51076,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1334,51081,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1335,51082,City Hotel,2016-05-13,3,215,101.0,0.7966,High,303.0,61.63
1336,58180,City Hotel,2016-10-07,3,68,80.0,0.7449,High,240.0,61.22
1337,58181,City Hotel,2016-10-07,3,68,80.0,0.7449,High,240.0,61.22
1338,58183,City Hotel,2016-10-07,3,68,80.0,0.7449,High,240.0,61.22
1339,58185,City Hotel,2016-10-07,3,68,80.0,0.7449,High,240.0,61.22
1340,58186,City Hotel,2016-10-07,3,68,80.0,0.7449,High,240.0,61.22
1341,58192,City Hotel,2016-10-07,3,68,80.0,0.7449,High,240.0,61.22
1342,58196,City Hotel,2016-10-07,3,68,80.0,0.7449,High,240.0,61.22
1343,58197,City Hotel,2016-10-07,3,68,80.0,0.7449,High,240.0,61.22
1344,58199,City Hotel,2016-10-07,3,68,80.0,0.7449,High,240.0,61.22
1345,46748,City Hotel,2016-01-19,1,63,80.0,0.2411,Low,80.0,60.71
1346,46751,City Hotel,2016-01-19,1,63,80.0,0.2411,Low,80.0,60.71
1347,42928,City Hotel,2015-09-11,1,48,104.0,0.4247,Medium,104.0,59.83
1348,42932,City Hotel,2015-09-11,1,48,104.0,0.4247,Medium,104.0,59.83
1349,42935,City Hotel,2015-09-11,1,48,104.0,0.4247,Medium,104.0,59.83
1350,42937,City Hotel,2015-09-11,1,48,104.0,0.4247,Medium,104.0,59.83
1351,42942,City Hotel,2015-09-11,1,48,104.0,0.4247,Medium,104.0,59.83
1352,93778,City Hotel,2016-07-26,1,27,95.0,0.3713,Medium,95.0,59.73
1353,45634,City Hotel,2015-11-18,1,87,65.0,0.0815,Low,65.0,59.7
1354,45635,City Hotel,2015-11-18,1,87,65.0,0.0815,Low,65.0,59.7
1355,49224,City Hotel,2016-04-08,2,34,65.0,0.5479,High,130.0,58.77
1356,49227,City Hotel,2016-04-08,2,34,65.0,0.5479,High,130.0,58.77
1357,49228,City Hotel,2016-04-08,2,34,65.0,0.5479,High,130.0,58.77
1358,49231,City Hotel,2016-04-08,2,34,65.0,0.5479,High,130.0,58.77
1359,49232,City Hotel,2016-04-08,2,34,65.0,0.5479,High,130.0,58.77
1360,49237,City Hotel,2016-04-08,2,34,65.0,0.5479,High,130.0,58.77
1361,49238,City Hotel,2016-04-08,2,34,65.0,0.5479,High,130.0,58.77
1362,49240,City Hotel,2016-04-08,2,34,65.0,0.5479,High,130.0,58.77
1363,97537,City Hotel,2016-09-21,1,44,58.5,0.0011,Low,58.5,58.44
1364,42927,City Hotel,2015-09-11,1,48,80.0,0.2962,Medium,80.0,56.3
1365,42931,City Hotel,2015-09-11,1,48,80.0,0.2962,Medium,80.0,56.3
1366,42943,City Hotel,2015-09-11,1,48,80.0,0.2962,Medium,80.0,56.3
1367,44065,City Hotel,2015-09-30,1,77,56.1,0.0009,Low,56.1,56.05
1368,52693,City Hotel,2016-06-09,3,48,73.33,0.747,High,219.99,55.66
1369,52698,City Hotel,2016-06-09,3,48,73.33,0.747,High,219.99,55.66
1370,52703,City Hotel,2016-06-09,3,48,73.33,0.747,High,219.99,55.66
1371,30782,Resort Hotel,2016-12-03,1,13,64.0,0.1692,Low,64.0,53.17
1372,50613,City Hotel,2016-05-05,3,259,62.5,0.7207,High,187.5,52.37
1373,94964,City Hotel,2016-08-12,1,147,73.0,0.2859,Medium,73.0,52.13
1374,94965,City Hotel,2016-08-12,1,147,73.0,0.2859,Medium,73.0,52.13
1375,49258,City Hotel,2016-04-08,5,224,78.0,0.8681,High,390.0,51.44
1376,49260,City Hotel,2016-04-08,5,224,78.0,0.8681,High,390.0,51.44
1377,49262,City Hotel,2016-04-08,5,224,78.0,0.8681,High,390.0,51.44
1378,49265,City Hotel,2016-04-08,5,224,78.0,0.8681,High,390.0,51.44
1379,49266,City Hotel,2016-04-08,5,224,78.0,0.8681,High,390.0,51.44
1380,49271,City Hotel,2016-04-08,5,224,78.0,0.8681,High,390.0,51.44
1381,49272,City Hotel,2016-04-08,5,224,78.0,0.8681,High,390.0,51.44
1382,49273,City Hotel,2016-04-08,5,224,78.0,0.8681,High,390.0,51.44
1383,53299,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1384,53300,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1385,53307,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1386,53308,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1387,53309,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1388,53310,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1389,53312,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1390,53314,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1391,53316,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1392,53317,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1393,53318,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1394,53320,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1395,53324,City Hotel,2016-06-17,3,108,72.0,0.7683,High,216.0,50.05
1396,34142,Resort Hotel,2017-03-13,1,34,50.0,0.0033,Low,50.0,49.84
1397,51017,City Hotel,2016-05-13,3,215,65.0,0.7488,High,195.0,48.98
1398,29512,Resort Hotel,2016-10-28,2,142,52.0,0.5325,High,104.0,48.62
1399,94978,City Hotel,2016-08-12,1,147,48.0,0.0003,Low,48.0,47.99
1400,82968,City Hotel,2016-04-28,1,1,45.0,0.0002,Low,45.0,44.99
1401,87203,City Hotel,2016-04-15,1,56,85.0,0.473,Medium,85.0,44.8
1402,46894,City Hotel,2016-01-25,2,15,62.0,0.6412,High,124.0,44.49
1403,46895,City Hotel,2016-01-25,2,15,62.0,0.6412,High,124.0,44.49
1404,46896,City Hotel,2016-01-25,2,15,62.0,0.6412,High,124.0,44.49
1405,46897,City Hotel,2016-01-25,2,15,62.0,0.6412,High,124.0,44.49
1406,46898,City Hotel,2016-01-25,2,15,62.0,0.6412,High,124.0,44.49
1407,46899,City Hotel,2016-01-25,2,15,62.0,0.6412,High,124.0,44.49
1408,87274,City Hotel,2016-04-15,2,56,40.5,0.4642,Medium,81.0,43.4
1409,49279,City Hotel,2016-04-09,2,31,70.0,0.6984,High,140.0,42.22
1410,2273,Resort Hotel,2015-10-08,3,50,45.0,0.7029,High,135.0,40.11
1411,17426,Resort Hotel,2015-10-08,3,50,45.0,0.7029,High,135.0,40.11
1412,17439,Resort Hotel,2015-10-08,3,50,45.0,0.7029,High,135.0,40.11
1413,51153,City Hotel,2016-05-14,2,236,65.0,0.6947,High,130.0,39.69
1414,57320,City Hotel,2016-09-23,2,330,65.0,0.7114,High,130.0,37.52
1415,57433,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1416,57434,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1417,57442,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1418,57452,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1419,57457,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1420,57464,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1421,57468,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1422,57478,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1423,57484,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1424,57485,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1425,57500,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1426,57501,City Hotel,2016-09-26,3,223,107.0,0.8934,High,321.0,34.22
1427,83283,City Hotel,2016-01-26,1,15,59.0,0.4267,Medium,59.0,33.82
1428,50847,City Hotel,2016-05-10,2,207,75.0,0.7977,High,150.0,30.35
1429,50848,City Hotel,2016-05-10,2,207,75.0,0.7977,High,150.0,30.35
1430,50862,City Hotel,2016-05-10,2,207,75.0,0.7977,High,150.0,30.35
1431,50866,City Hotel,2016-05-10,2,207,75.0,0.7977,High,150.0,30.35
1432,50580,City Hotel,2016-05-05,3,236,65.0,0.8451,High,195.0,30.21
1433,50594,City Hotel,2016-05-05,3,236,65.0,0.8451,High,195.0,30.21
1434,50598,City Hotel,2016-05-05,3,236,65.0,0.8451,High,195.0,30.21
1435,50667,City Hotel,2016-05-05,3,236,65.0,0.8451,High,195.0,30.21
1436,50668,City Hotel,2016-05-05,3,259,65.0,0.8451,High,195.0,30.21
1437,50674,City Hotel,2016-05-05,3,236,65.0,0.8451,High,195.0,30.21
1438,50688,City Hotel,2016-05-05,3,236,65.0,0.8451,High,195.0,30.21
1439,45254,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1440,45255,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1441,45256,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1442,45257,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1443,45258,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1444,45259,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1445,45260,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1446,45261,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1447,45262,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1448,45263,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1449,45264,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1450,45265,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1451,45266,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1452,45267,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1453,45268,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1454,45269,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1455,45270,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1456,45274,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1457,45275,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1458,45276,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1459,45277,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1460,45278,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1461,45280,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1462,45281,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1463,45282,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1464,45283,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1465,45285,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1466,45286,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1467,45287,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1468,45288,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1469,45289,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1470,45290,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1471,45291,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1472,45292,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1473,45293,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1474,45294,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1475,45295,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1476,45296,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1477,45297,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1478,45298,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1479,45299,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1480,45302,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
1481,45304,City Hotel,2015-10-25,3,58,85.67,0.887,High,257.01,29.04
